20:42:53.364011 IP 192.168.223.1.63163 > 239.255.255.250.1900: UDP, length 173
20:42:54.363206 IP 192.168.223.1.63163 > 239.255.255.250.1900: UDP, length 173
20:42:55.360924 IP 192.168.223.1.63163 > 239.255.255.250.1900: UDP, length 173
20:43:11.759398 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 309521:310981, ack 742, win 64240, length 1460
20:43:11.759904 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 310981:312441, ack 742, win 64240, length 1460
20:43:11.762251 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 312441, win 64240, length 0
20:43:11.762656 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 312441:313901, ack 742, win 64240, length 1460
20:43:11.763236 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 313901:315361, ack 742, win 64240, length 1460
20:43:11.763475 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 315361:316821, ack 742, win 64240, length 1460
20:43:11.763665 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 315361, win 64240, length 0
20:43:11.763743 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 316821:318281, ack 742, win 64240, length 1460
20:43:11.764014 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 318281:319741, ack 742, win 64240, length 1460
20:43:11.764540 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 319741:321201, ack 742, win 64240, length 1460
20:43:11.764909 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 321201:322661, ack 742, win 64240, length 1460
20:43:11.765183 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 318281, win 64240, length 0
20:43:11.765293 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 321201, win 64240, length 0
20:43:11.765749 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 322661, win 64240, length 0
20:43:11.766613 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 322661:324121, ack 742, win 64240, length 1460
20:43:11.767462 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 324121:325581, ack 742, win 64240, length 1460
20:43:11.767936 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 325581:327041, ack 742, win 64240, length 1460
20:43:11.768155 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 327041:328501, ack 742, win 64240, length 1460
20:43:11.768500 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 328501:329961, ack 742, win 64240, length 1460
20:43:11.768705 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 325581, win 64240, length 0
20:43:11.768736 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 328501, win 64240, length 0
20:43:11.770320 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 329961:331421, ack 742, win 64240, length 1460
20:43:11.770569 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 331421:332881, ack 742, win 64240, length 1460
20:43:11.770872 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 332881:334341, ack 742, win 64240, length 1460
20:43:11.771249 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 334341:335801, ack 742, win 64240, length 1460
20:43:11.771393 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 331421, win 64240, length 0
20:43:11.771421 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 334341, win 64240, length 0
20:43:11.771602 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 335801:337261, ack 742, win 64240, length 1460
20:43:11.772038 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 337261:338721, ack 742, win 64240, length 1460
20:43:11.772789 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 338721:340181, ack 742, win 64240, length 1460
20:43:11.772960 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 337261, win 64240, length 0
20:43:11.772994 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 340181, win 64240, length 0
20:43:11.773355 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 340181:341641, ack 742, win 64240, length 1460
20:43:11.774442 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 341641:343101, ack 742, win 64240, length 1460
20:43:11.774594 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 343101, win 64240, length 0
20:43:11.775152 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 343101:344561, ack 742, win 64240, length 1460
20:43:11.775447 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 344561:346021, ack 742, win 64240, length 1460
20:43:11.775555 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 346021, win 64240, length 0
20:43:11.776073 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 346021:347638, ack 742, win 64240, length 1617
20:43:11.776203 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 347638, win 64240, length 0
20:43:11.783482 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [P.], seq 742:1760, ack 347638, win 64240, length 1018
20:43:11.783884 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [.], ack 1760, win 64240, length 0
20:43:11.802104 IP 192.168.223.1.netbios-ns > 192.168.223.255.netbios-ns: NBT UDP PACKET(137): QUERY; REQUEST; BROADCAST
20:43:11.802599 IP6 fe80::3dba:e004:3100:7892.52793 > ff02::1:3.hostmon: UDP, length 22
20:43:11.802794 IP 192.168.223.1.52793 > 224.0.0.252.hostmon: UDP, length 22
20:43:11.803267 IP6 fe80::3dba:e004:3100:7892.51929 > ff02::1:3.hostmon: UDP, length 22
20:43:11.803407 IP 192.168.223.1.51929 > 224.0.0.252.hostmon: UDP, length 22
20:43:11.809571 IP 192.168.223.130.63987 > 192.168.223.128.1110: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:11.809627 IP 192.168.223.130.63987 > 192.168.223.254.kerberos: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:11.809699 IP 192.168.223.128.1110 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 0, length 0
20:43:11.815031 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 347638:349098, ack 1760, win 64240, length 1460
20:43:11.815232 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 349098:350558, ack 1760, win 64240, length 1460
20:43:11.815424 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 350558, win 64240, length 0
20:43:11.815653 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 350558:352018, ack 1760, win 64240, length 1460
20:43:11.815848 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 352018:353478, ack 1760, win 64240, length 1460
20:43:11.816038 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 353478, win 64240, length 0
20:43:11.816250 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 353478:354938, ack 1760, win 64240, length 1460
20:43:11.816677 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 354938:356398, ack 1760, win 64240, length 1460
20:43:11.816810 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 356398, win 64240, length 0
20:43:11.819752 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 356398:357858, ack 1760, win 64240, length 1460
20:43:11.819918 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 357858:359318, ack 1760, win 64240, length 1460
20:43:11.820015 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 359318, win 64240, length 0
20:43:11.820063 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 359318:360778, ack 1760, win 64240, length 1460
20:43:11.820852 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 360778:362238, ack 1760, win 64240, length 1460
20:43:11.820992 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 362238, win 64240, length 0
20:43:11.821019 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 362238:363698, ack 1760, win 64240, length 1460
20:43:11.821242 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 363698:365158, ack 1760, win 64240, length 1460
20:43:11.821450 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 365158, win 64240, length 0
20:43:11.821991 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 365158:369538, ack 1760, win 64240, length 4380
20:43:11.822123 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 368078, win 64240, length 0
20:43:11.822429 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 369538:370998, ack 1760, win 64240, length 1460
20:43:11.822663 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 370998, win 64240, length 0
20:43:11.822934 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 370998:373918, ack 1760, win 64240, length 2920
20:43:11.823085 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 373918, win 64240, length 0
20:43:11.823115 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 373918:375378, ack 1760, win 64240, length 1460
20:43:11.823444 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 375378:376838, ack 1760, win 64240, length 1460
20:43:11.823583 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 376838, win 64240, length 0
20:43:11.823832 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 376838:378298, ack 1760, win 64240, length 1460
20:43:11.824003 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 378298:379758, ack 1760, win 64240, length 1460
20:43:11.824092 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 379758, win 64240, length 0
20:43:11.824159 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 379758:381218, ack 1760, win 64240, length 1460
20:43:11.824391 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 381218:382678, ack 1760, win 64240, length 1460
20:43:11.824498 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 382678, win 64240, length 0
20:43:11.825164 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 382678:384138, ack 1760, win 64240, length 1460
20:43:11.825325 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 384138:385598, ack 1760, win 64240, length 1460
20:43:11.825518 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 385598, win 64240, length 0
20:43:11.825542 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 385598:386826, ack 1760, win 64240, length 1228
20:43:11.825834 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [P.], seq 12459:12820, ack 3109, win 64240, length 361
20:43:11.838139 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [P.], seq 1760:2476, ack 386826, win 63012, length 716
20:43:11.838495 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [.], ack 2476, win 64240, length 0
20:43:11.871224 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 386826:395586, ack 2476, win 64240, length 8760
20:43:11.871486 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 389746, win 64240, length 0
20:43:11.871615 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 392666, win 64240, length 0
20:43:11.871645 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 395586, win 64240, length 0
20:43:11.871742 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 395586:399162, ack 2476, win 64240, length 3576
20:43:11.873488 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [.], ack 398506, win 64240, length 0
20:43:11.880484 IP 192.168.223.128.1110 > 204.79.197.200.http: Flags [P.], seq 3109:3879, ack 12820, win 63340, length 770
20:43:11.880809 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [.], ack 3879, win 64240, length 0
20:43:11.892427 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [P.], seq 2476:3301, ack 399162, win 63584, length 825
20:43:11.892671 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [.], ack 3301, win 64240, length 0
20:43:11.912020 IP 192.168.223.130.63986 > 192.168.223.254.49155: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:11.912086 IP 192.168.223.130.63986 > 192.168.223.1.poppassd: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:11.912207 IP 192.168.223.130.63986 > 192.168.223.2.x11: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:11.912228 IP 192.168.223.130.63986 > 192.168.223.129.1110: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:11.912290 IP 192.168.223.2.x11 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:11.912373 IP 192.168.223.129.1110 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:11.925255 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 399162:399401, ack 3301, win 64240, length 239
20:43:11.935446 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [P.], seq 12820:13754, ack 3879, win 64240, length 934
20:43:11.938605 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [P.], seq 3301:3994, ack 399401, win 63345, length 693
20:43:11.938978 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [.], ack 3994, win 64240, length 0
20:43:11.940252 IP 192.168.223.128.1110 > 204.79.197.200.http: Flags [P.], seq 3879:4572, ack 13754, win 64240, length 693
20:43:11.940624 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [F.], seq 3994, ack 399401, win 63345, length 0
20:43:11.940651 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [.], ack 4572, win 64240, length 0
20:43:11.940812 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [.], ack 3995, win 64239, length 0
20:43:11.940971 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [S], seq 3185367579, win 64240, options [mss 1460,nop,nop,sackOK], length 0
20:43:11.941163 IP 192.168.223.128.1110 > 204.79.197.200.http: Flags [F.], seq 4572, ack 13754, win 64240, length 0
20:43:11.941616 IP 192.168.223.128.1112 > 204.79.197.200.http: Flags [S], seq 3185425682, win 64240, options [mss 1460,nop,nop,sackOK], length 0
20:43:11.941642 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [.], ack 4573, win 64239, length 0
20:43:11.942073 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [S], seq 3185478475, win 64240, options [mss 1460,nop,nop,sackOK], length 0
20:43:11.985330 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [S.], seq 469655482, ack 3185367580, win 64240, options [mss 1460], length 0
20:43:11.985514 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
20:43:11.985713 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [P.], seq 1:694, ack 1, win 64240, length 693
20:43:11.985906 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [.], ack 694, win 64240, length 0
20:43:11.987038 IP 204.79.197.200.http > 192.168.223.128.kpop: Flags [P.], seq 399401:399503, ack 3995, win 64239, length 102
20:43:11.987205 IP 192.168.223.128.kpop > 204.79.197.200.http: Flags [R], seq 3185146273, win 0, length 0
20:43:11.997282 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [S.], seq 1601731472, ack 3185478476, win 64240, options [mss 1460], length 0
20:43:11.997330 IP 204.79.197.200.http > 192.168.223.128.1112: Flags [S.], seq 833641149, ack 3185425683, win 64240, options [mss 1460], length 0
20:43:11.997346 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [P.], seq 13754:13856, ack 4573, win 64239, length 102
20:43:11.997530 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
20:43:11.997591 IP 192.168.223.128.1112 > 204.79.197.200.http: Flags [R], seq 3185425683, win 0, length 0
20:43:11.997619 IP 192.168.223.128.1110 > 204.79.197.200.http: Flags [R], seq 3185188578, win 0, length 0
20:43:11.997645 IP 204.79.197.200.http > 192.168.223.128.1110: Flags [FP.], seq 13856, ack 4573, win 64239, length 0
20:43:11.997723 IP 192.168.223.128.1110 > 204.79.197.200.http: Flags [R], seq 3185188578, win 0, length 0
20:43:11.998189 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [P.], seq 1:694, ack 1, win 64240, length 693
20:43:11.998358 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [.], ack 694, win 64240, length 0
20:43:12.012292 IP 192.168.223.130.63987 > 192.168.223.1.poppassd: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.012357 IP 192.168.223.130.63987 > 192.168.223.2.x11: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.012378 IP 192.168.223.130.63987 > 192.168.223.254.49155: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.012403 IP 192.168.223.130.63986 > 192.168.223.128.1026: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.012457 IP 192.168.223.2.x11 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:12.012635 IP 192.168.223.128.1026 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:12.027979 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 1:1461, ack 694, win 64240, length 1460
20:43:12.028440 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 1461:2921, ack 694, win 64240, length 1460
20:43:12.028591 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [.], ack 2921, win 64240, length 0
20:43:12.028871 IP 204.79.197.200.http > 192.168.223.128.1111: Flags [P.], seq 2921:4468, ack 694, win 64240, length 1547
20:43:12.029011 IP 192.168.223.128.1111 > 204.79.197.200.http: Flags [.], ack 4468, win 64240, length 0
20:43:12.048314 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 1:1461, ack 694, win 64240, length 1460
20:43:12.048823 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 1461:2921, ack 694, win 64240, length 1460
20:43:12.049008 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 2921, win 64240, length 0
20:43:12.049284 IP 204.79.197.200.http > 192.168.223.128.1113: Flags [P.], seq 2921:4468, ack 694, win 64240, length 1547
20:43:12.049429 IP 192.168.223.128.1113 > 204.79.197.200.http: Flags [.], ack 4468, win 64240, length 0
20:43:12.115500 IP 192.168.223.130.63986 > 192.168.223.1.kshell: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.115559 IP 192.168.223.130.63986 > 192.168.223.2.ldap: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.115595 IP 192.168.223.130.63986 > 192.168.223.129.1026: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.115657 IP 192.168.223.130.63986 > 192.168.223.254.ftps: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.115697 IP 192.168.223.2.ldap > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:12.115742 IP 192.168.223.129.1026 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:12.212106 IP6 fe80::3dba:e004:3100:7892.52793 > ff02::1:3.hostmon: UDP, length 22
20:43:12.212210 IP 192.168.223.1.52793 > 224.0.0.252.hostmon: UDP, length 22
20:43:12.212488 IP6 fe80::3dba:e004:3100:7892.51929 > ff02::1:3.hostmon: UDP, length 22
20:43:12.212565 IP 192.168.223.1.51929 > 224.0.0.252.hostmon: UDP, length 22
20:43:12.216008 IP 192.168.223.130.63987 > 192.168.223.1.kshell: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.216064 IP 192.168.223.130.63987 > 192.168.223.2.ldap: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.216083 IP 192.168.223.130.63987 > 192.168.223.254.ftps: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.216165 IP 192.168.223.130.63986 > 192.168.223.128.2717: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.216200 IP 192.168.223.2.ldap > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:12.216338 IP 192.168.223.128.2717 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:12.318522 IP 192.168.223.130.63986 > 192.168.223.1.49156: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.318587 IP 192.168.223.130.63986 > 192.168.223.2.3000: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.318606 IP 192.168.223.130.63986 > 192.168.223.129.2717: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.318645 IP 192.168.223.130.63986 > 192.168.223.254.printer: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.318687 IP 192.168.223.2.3000 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:12.318744 IP 192.168.223.129.2717 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:12.419073 IP 192.168.223.130.63987 > 192.168.223.1.49156: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.419150 IP 192.168.223.130.63987 > 192.168.223.2.3000: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.419186 IP 192.168.223.130.63987 > 192.168.223.254.printer: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.419219 IP 192.168.223.130.63986 > 192.168.223.128.rsync: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.419267 IP 192.168.223.2.3000 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:12.419370 IP 192.168.223.128.rsync > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:12.522018 IP 192.168.223.130.63986 > 192.168.223.1.49152: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.522086 IP 192.168.223.130.63986 > 192.168.223.2.32768: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.522105 IP 192.168.223.130.63986 > 192.168.223.129.rsync: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.522137 IP 192.168.223.130.63986 > 192.168.223.254.cisco-sccp: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.522173 IP 192.168.223.2.32768 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:12.522266 IP 192.168.223.129.rsync > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:12.554126 IP 192.168.223.1.netbios-ns > 192.168.223.255.netbios-ns: NBT UDP PACKET(137): QUERY; REQUEST; BROADCAST
20:43:12.622258 IP 192.168.223.130.63987 > 192.168.223.1.49152: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.622326 IP 192.168.223.130.63987 > 192.168.223.2.32768: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.622346 IP 192.168.223.130.63987 > 192.168.223.254.cisco-sccp: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.622364 IP 192.168.223.130.63986 > 192.168.223.128.echo: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.622422 IP 192.168.223.2.32768 > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:12.622732 IP 192.168.223.128.echo > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:12.725461 IP 192.168.223.130.63986 > 192.168.223.1.8009: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.725511 IP 192.168.223.130.63986 > 192.168.223.2.urd: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.725537 IP 192.168.223.130.63986 > 192.168.223.129.echo: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.725566 IP 192.168.223.130.63986 > 192.168.223.1.enbd-cstatd: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.725609 IP 192.168.223.2.urd > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:12.725689 IP 192.168.223.129.echo > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:12.825672 IP 192.168.223.130.63987 > 192.168.223.1.enbd-cstatd: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.825732 IP 192.168.223.130.63987 > 192.168.223.2.urd: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.825758 IP 192.168.223.130.63987 > 192.168.223.1.8009: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.825776 IP 192.168.223.130.63986 > 192.168.223.1.1110: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.825824 IP 192.168.223.2.urd > 192.168.223.130.63987: Flags [R.], seq 0, ack 2465819369, win 32767, length 0
20:43:12.928322 IP 192.168.223.130.63987 > 192.168.223.1.1110: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:12.928394 IP 192.168.223.130.63986 > 192.168.223.129.1027: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.928424 IP 192.168.223.130.63986 > 192.168.223.1.1026: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:12.928586 IP 192.168.223.129.1027 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 0, length 0
20:43:13.028800 IP 192.168.223.130.63987 > 192.168.223.1.1026: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.028878 IP 192.168.223.130.63986 > 192.168.223.1.2717: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.028896 IP 192.168.223.130.63986 > 192.168.223.2.8443: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.029053 IP 192.168.223.2.8443 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
20:43:13.131734 IP 192.168.223.130.63987 > 192.168.223.1.2717: Flags [S], seq 2465819368, win 1024, options [mss 1460], length 0
20:43:13.131805 IP 192.168.223.130.63986 > 192.168.223.1.rsync: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.131823 IP 192.168.223.130.63986 > 192.168.223.2.5800: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.131860 IP 192.168.223.130.63986 > 192.168.223.128.1027: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.131918 IP 192.168.223.130.63986 > 192.168.223.129.5357: Flags [S], seq 2465753833, win 1024, options [mss 1460], length 0
20:43:13.131957 IP 192.168.223.2.5800 > 192.168.223.130.63986: Flags [R.], seq 0, ack 2465753834, win 32767, length 0
